Wind_Direction,Wind_Speed,Cloud_Base_Height,Temperature,Pressure,NotWeekend,InOperatingHours,NotHoliday
230,2,60,2.0,1011.8,0,1,1
270,3,60,3.3,1012.1,0,1,1
300,5,60,4.9,1012.1,0,1,1
310,7,60,8.7,1011.8,0,1,1
320,8,100,8.4,1011.4,0,1,1
290,10,100,7.6,1011.5,0,1,1
340,6,100,6.9,1011.8,0,1,1
300,8,60,6.5,1012.0,0,1,1
330,4,250,4.3,1012.7,0,0,1
70,4,250,1.4,1012.5,0,0,1
100,4,250,1.4,1012.6,0,0,1
100,5,150,2.9,1012.6,0,1,1
100,5,150,3.3,1012.7,0,1,1
60,2,100,5.5,1012.5,0,1,1
60,3,60,5.6,1012.0,0,1,1
90,2,60,6.5,1011.5,0,1,1
180,6,30,6.5,1010.8,0,1,1
170,5,10,6.9,1009.8,0,1,1
260,7,20,9.8,1008.5,0,0,1
250,12,30,10.8,1007.7,1,0,1
250,17,5,11.1,1005.9,1,0,1
260,17,10,11.2,1005.4,1,0,1
280,19,30,11.0,1005.6,1,0,1
280,15,30,10.3,1005.4,1,1,1
290,16,30,10.3,1005.7,1,1,1
290,17,60,9.9,1006.1,1,1,1
290,13,60,9.1,1006.4,1,1,1
290,12,250,8.8,1006.7,1,1,1
280,14,60,9.6,1006.9,1,1,1
290,13,250,9.7,1006.6,1,1,1
300,8,150,9.5,1005.9,1,1,1
280,12,150,9.4,1005.2,1,1,1
290,16,60,7.8,1004.5,1,1,1
300,9,100,6.5,1004.3,1,1,1
280,8,60,6.1,1004.0,1,1,1
270,7,150,5.8,1003.1,1,1,1
290,11,100,6.3,1003.0,1,1,1
280,13,150,6.4,1001.8,1,0,1
290,11,60,5.8,1001.9,1,0,1
310,8,150,5.7,1002.6,1,0,1
290,11,150,6.2,1002.7,1,1,1
300,12,150,6.4,1003.1,1,1,1
290,13,60,6.5,1003.4,1,1,1
280,11,150,6.6,1003.6,1,1,1
270,12,100,6.5,1003.9,1,1,1
310,8,30,4.6,1003.9,1,1,1
300,9,60,7.2,1003.2,1,1,1
320,13,60,6.1,1002.6,1,1,1
300,13,60,5.4,1002.2,1,1,1
300,10,250,6.4,1001.4,1,1,1
280,8,200,6.1,1001.3,1,1,1
290,10,150,5.6,1000.8,1,1,1
300,10,100,5.7,1000.5,1,1,1
270,11,250,5.6,1000.0,1,1,1
290,13,60,6.2,998.8,1,0,1
320,7,60,5.4,997.6,1,0,1
330,8,250,4.9,1000.4,1,1,1
320,8,100,5.1,1001.4,1,1,1
300,6,70,4.9,1002.3,1,1,1
360,8,30,4.5,1003.6,1,1,1
350,8,150,3.7,1004.6,1,1,1
360,13,250,5.0,1005.7,1,1,1
10,13,250,5.7,1006.4,1,1,1
10,13,250,5.5,1007.0,1,1,1
350,14,250,5.5,1007.5,1,1,1
350,9,250,5.5,1008.1,1,1,1
340,9,250,4.9,1008.8,1,1,1
310,6,250,3.9,1009.4,1,1,1
300,6,250,3.5,1009.8,1,1,1
340,3,250,2.3,1010.7,1,1,1
90,4,200,0.5,1012.8,1,0,1
120,5,250,0.0,1012.8,1,0,1
80,6,250,-0.4,1012.6,1,0,1
90,5,250,0.1,1012.3,1,0,1
90,5,250,-0.7,1012.4,1,1,1
60,4,100,-0.5,1012.4,1,1,1
70,5,250,-0.1,1012.2,1,1,1
40,4,250,0.3,1012.0,1,1,1
90,4,250,0.9,1011.4,1,1,1
60,4,100,1.9,1011.2,1,1,1
50,2,100,2.9,1010.3,1,1,1
270,5,100,5.3,1009.0,1,1,1
250,16,250,7.4,1008.0,1,1,1
250,14,250,7.9,1006.7,1,1,1
290,8,100,6.8,1005.8,1,1,1
260,12,150,7.3,1004.9,1,1,1
250,20,100,8.2,1003.8,1,1,1
260,18,60,6.5,1003.0,1,1,1
260,26,60,6.5,1002.1,1,0,1
250,24,250,8.0,1000.0,1,0,1
310,20,60,6.9,997.0,1,0,1
330,19,250,6.0,998.2,1,1,1
320,17,150,6.2,999.1,1,1,1
320,19,100,6.2,999.9,1,1,1
320,21,100,6.6,1001.0,1,1,1
330,20,60,6.4,1002.2,1,1,1
320,20,100,7.9,1002.9,1,1,1
330,17,60,8.2,1003.6,1,1,1
330,20,60,8.3,1003.5,1,1,1
320,21,250,8.1,1004.3,1,1,1
320,17,100,8.1,1004.6,1,1,1
330,20,100,8.3,1005.3,1,1,1
330,17,100,7.9,1006.3,1,1,1
330,19,100,8.3,1007.3,1,1,1
330,17,100,8.0,1008.4,1,1,1
340,18,100,8.2,1009.6,1,0,1
10,7,100,6.6,1014.3,0,0,1
340,7,250,4.5,1017.1,0,0,1
360,6,250,3.7,1017.6,0,1,1
120,4,250,3.6,1018.5,0,1,1
20,4,250,3.2,1019.2,0,1,1
110,3,250,3.5,1020.3,0,1,1
30,3,250,5.3,1021.2,0,1,1
20,2,250,6.6,1021.6,0,1,1
340,4,250,7.7,1021.7,0,1,1
350,6,250,8.4,1021.7,0,1,1
320,4,250,7.3,1022.0,0,1,1
320,5,250,5.7,1022.7,0,1,1
300,4,250,4.7,1022.6,0,1,1
270,3,250,3.2,1023.0,0,0,1
270,8,60,7.0,1021.6,0,0,1
260,11,60,7.0,1020.1,0,0,1
290,13,60,7.6,1019.3,0,1,1
280,13,100,7.7,1019.3,0,1,1
280,15,100,8.0,1019.2,0,1,1
290,14,100,9.0,1016.4,0,1,1
290,13,30,8.4,1015.8,0,1,1
300,6,30,8.3,1015.4,0,0,1
340,5,250,4.7,1015.9,1,0,1
340,7,250,4.6,1015.9,1,0,1
30,4,250,2.8,1016.3,1,0,1
270,3,250,2.0,1017.0,1,1,1
280,3,250,2.3,1017.5,1,1,1
320,3,250,1.8,1018.3,1,1,1
310,2,250,3.7,1018.6,1,1,1
10,1,250,5.3,1019.1,1,1,1
30,2,250,6.9,1019.1,1,1,1
50,5,250,7.6,1019.0,1,1,1
30,6,250,7.3,1018.9,1,1,1
20,4,250,6.4,1019.2,1,1,1
30,5,250,5.1,1019.6,1,1,1
30,5,250,3.8,1020.0,1,1,1
40,5,250,2.7,1020.6,1,1,1
50,5,250,2.5,1021.0,1,1,1
70,6,250,2.4,1021.4,1,0,1
70,8,250,1.4,1023.4,1,0,1
80,6,250,0.3,1023.6,1,1,1
70,7,250,0.7,1023.6,1,1,1
90,6,250,1.0,1023.6,1,1,1
50,4,250,0.6,1023.9,1,1,1
50,5,250,2.4,1024.0,1,1,1
80,7,250,5.0,1024.1,1,1,1
90,6,250,5.4,1023.6,1,1,1
90,9,250,4.6,1023.2,1,1,1
90,6,250,5.0,1022.8,1,1,1
80,5,250,4.1,1022.2,1,1,1
80,4,250,3.2,1022.1,1,1,1
70,3,250,1.8,1022.0,1,1,1
70,5,250,1.3,1021.6,1,1,1
90,5,250,0.9,1021.0,1,1,1
90,6,250,0.9,1020.5,1,0,1
100,6,100,1.7,1020.0,1,0,1
120,7,60,3.0,1017.7,1,0,1
120,7,100,4.2,1017.1,1,0,1
180,14,100,5.9,1016.4,1,0,1
180,11,100,4.8,1014.9,1,0,1
160,10,100,4.7,1014.6,1,1,1
160,12,100,4.5,1014.2,1,1,1
150,12,250,4.1,1013.6,1,1,1
150,11,60,4.2,1013.2,1,1,1
150,13,100,5.3,1012.9,1,1,1
160,13,100,5.1,1012.5,1,1,1
150,13,100,5.4,1011.5,1,1,1
150,11,100,5.5,1010.5,1,1,1
150,11,100,5.1,1009.5,1,1,1
150,11,100,4.3,1008.6,1,1,1
140,9,100,4.0,1008.0,1,1,1
130,6,100,4.0,1007.3,1,1,1
130,8,60,4.1,1006.3,1,1,1
100,6,60,3.1,1004.6,1,0,1
90,6,100,3.1,1003.9,1,0,1
100,5,60,3.3,1003.0,1,0,1
110,6,60,4.3,1000.6,1,0,1
90,5,60,2.9,998.4,1,0,1
100,7,250,2.6,997.5,1,0,1
110,7,250,1.5,996.5,1,1,1
100,7,250,1.4,996.4,1,1,1
100,8,250,1.7,996.3,1,1,1
90,7,150,3.0,996.1,1,1,1
90,7,30,4.3,995.9,1,1,1
90,8,30,4.8,995.2,1,1,1
90,9,30,4.9,994.7,1,1,1
90,10,30,4.7,994.0,1,1,1
100,13,20,4.7,993.3,1,1,1
100,12,20,4.9,993.0,1,1,1
90,9,20,5.0,993.1,1,1,1
90,9,20,5.3,992.6,1,1,1
100,10,20,5.9,991.8,1,1,1
110,9,30,6.1,991.1,1,0,1
150,11,30,8.5,990.0,1,0,1
140,13,30,8.3,987.8,1,0,1
150,15,30,8.4,984.9,1,0,1
140,18,30,8.7,981.3,1,0,1
130,14,30,8.4,979.0,1,0,1
110,15,20,8.1,975.9,1,1,1
120,19,20,9.5,973.5,1,1,1
150,14,20,10.5,970.6,1,1,1
200,21,10,11.1,971.0,1,1,1
220,20,20,11.0,971.0,1,1,1
200,18,10,10.7,970.5,1,1,1
210,15,30,10.7,969.2,1,1,1
260,15,20,8.9,970.8,1,1,1
260,13,100,8.9,971.5,1,1,1
250,15,30,7.4,972.3,1,1,1
250,19,60,9.5,973.1,1,1,1
260,20,150,8.1,974.2,1,1,1
260,18,30,9.5,976.0,1,1,1
260,20,60,9.7,979.6,1,0,1
240,17,60,9.8,980.2,0,0,1
250,18,30,9.0,981.8,0,0,1
250,19,60,9.8,982.7,0,0,1
240,16,60,10.0,983.5,0,1,1
240,21,60,10.1,984.0,0,1,1
230,22,150,9.9,984.4,0,1,1
240,19,150,9.9,985.0,0,1,1
230,19,250,10.4,985.8,0,1,1
230,20,60,10.6,986.0,0,1,1
230,21,30,9.9,985.9,0,1,1
230,21,60,10.4,986.0,0,1,1
230,21,60,10.1,985.9,0,1,1
270,15,30,7.9,988.1,0,1,1
260,19,60,8.4,989.1,0,1,1
240,14,150,8.8,992.1,0,0,1
260,13,30,8.3,994.1,0,0,1
260,15,30,8.7,994.3,0,1,1
230,15,250,10.2,994.7,0,1,1
220,19,60,11.7,994.1,0,1,1
230,21,150,11.1,993.9,0,1,1
240,13,60,9.2,992.3,0,1,1
260,16,150,9.4,992.7,0,1,1
250,15,100,7.8,993.6,1,0,1
270,10,60,7.8,994.1,1,0,1
270,12,60,8.2,994.8,1,0,1
270,10,60,7.9,995.7,1,1,1
270,12,250,7.9,996.4,1,1,1
290,11,100,7.0,997.2,1,1,1
250,11,200,7.1,997.7,1,1,1
280,14,100,7.7,998.5,1,1,1
280,16,250,8.0,999.4,1,1,1
280,15,250,8.8,999.5,1,1,1
280,14,60,9.8,999.5,1,1,1
270,16,150,9.0,999.8,1,1,1
270,15,100,9.2,1000.0,1,1,1
280,14,150,7.8,1000.4,1,1,1
270,13,60,6.8,1001.0,1,1,1
270,14,100,7.8,1000.8,1,1,1
250,19,60,8.7,1000.3,1,1,1
270,20,30,8.9,1000.4,1,0,1
290,15,100,8.8,1004.7,1,0,1
290,14,150,8.5,1005.2,1,0,1
310,4,250,7.2,1007.7,1,0,1
280,3,100,6.7,1008.9,1,1,1
280,5,100,7.9,1009.6,1,1,1
290,3,100,7.7,1010.4,1,1,1
20,3,100,6.8,1010.7,1,1,1
360,1,100,7.9,1011.3,1,1,1
90,4,250,8.6,1011.5,1,1,1
70,2,250,9.2,1011.4,1,1,1
210,3,250,10.0,1011.7,1,1,1
190,5,250,9.1,1011.5,1,1,1
140,4,100,8.5,1011.4,1,1,1
120,4,250,7.5,1011.6,1,1,1
110,6,100,7.2,1011.6,1,1,1
110,7,250,6.4,1011.3,1,1,1
110,7,250,6.1,1011.5,1,1,1
130,13,30,9.6,1008.6,1,0,1
130,14,150,9.6,1007.9,1,0,1
120,18,60,8.1,1005.3,1,0,1
120,16,20,8.9,1004.6,1,1,1
120,18,10,9.3,1004.2,1,1,1
130,17,10,9.3,1004.0,1,1,1
120,15,10,9.6,1003.6,1,1,1
120,13,10,10.1,1003.5,1,1,1
140,11,10,10.8,1003.5,1,1,1
150,9,10,11.6,1003.0,1,1,1
190,11,0,12.0,1002.7,1,1,1
200,12,250,11.9,1002.3,1,1,1
200,12,250,11.7,1002.3,1,1,1
190,13,250,11.8,1002.0,1,1,1
180,13,250,11.8,1001.9,1,1,1
180,12,250,11.7,1001.6,1,1,1
180,11,0,11.8,1001.1,1,1,1
190,12,0,11.7,1000.9,1,0,1
180,19,5,11.7,996.0,1,0,1
190,27,5,11.6,994.8,1,0,1
170,15,20,11.4,991.1,1,1,1
180,17,20,11.3,990.3,1,1,1
180,14,30,11.3,989.7,1,1,1
190,14,30,11.2,989.6,1,1,1
270,7,100,10.4,990.1,1,1,1
280,10,30,10.2,991.2,1,1,1
260,11,20,10.1,991.5,1,1,1
270,16,100,9.6,992.2,1,1,1
260,10,20,9.7,992.8,1,1,1
260,12,20,9.9,993.5,1,1,1
260,10,30,9.6,994.4,1,1,1
270,9,30,9.1,995.3,1,1,1
260,9,30,9.3,996.3,1,1,1
260,12,30,9.3,996.9,1,1,1
260,10,150,9.0,997.7,1,0,1
250,15,150,9.0,998.2,1,0,1
260,7,250,7.6,1000.3,1,0,1
290,4,250,6.4,1001.9,1,0,1
280,4,250,5.8,1002.0,1,1,1
280,2,250,5.1,1002.6,1,1,1
310,1,30,5.0,1003.8,1,1,1
260,1,250,4.8,1005.4,1,1,1
300,1,0,5.3,1005.9,1,1,1
330,1,0,6.4,1006.7,1,1,1
70,1,10,7.6,1006.9,1,1,1
90,3,10,7.8,1007.2,1,1,1
250,5,20,9.0,1007.3,1,1,1
260,5,10,8.9,1007.7,1,1,1
240,5,10,8.9,1007.9,1,1,1
220,7,20,9.4,1008.1,1,1,1
210,9,30,9.7,1007.9,1,1,1
190,12,30,9.8,1007.7,1,1,1
210,16,20,9.7,1007.7,1,0,1
150,16,10,9.7,1001.3,0,0,1
230,20,5,11.7,997.7,0,0,1
240,14,0,11.7,997.8,0,1,1
240,15,0,11.7,997.6,0,1,1
240,19,0,11.9,997.7,0,1,1
240,19,0,12.0,998.1,0,1,1
240,19,0,12.0,998.7,0,1,1
240,17,0,12.0,998.6,0,1,1
240,20,5,11.9,998.2,0,1,1
240,23,5,12.0,997.8,0,1,1
240,27,10,12.0,997.6,0,1,1
230,27,10,11.9,996.8,0,0,1
240,28,10,12.0,996.6,0,0,1
240,19,10,11.2,996.6,0,0,1
260,16,250,10.6,999.9,0,1,1
260,11,30,10.7,1000.1,0,1,1
250,11,250,10.7,1001.0,0,1,1
250,13,100,10.5,1000.8,0,1,1
250,10,100,10.2,1001.1,0,1,1
260,11,150,9.9,1000.7,0,1,1
190,13,100,9.6,1000.4,0,0,1
180,8,30,8.7,1000.3,0,0,1
90,4,5,8.3,996.2,1,0,1
110,8,60,8.5,993.4,1,0,1
210,12,30,10.6,989.4,1,1,1
310,6,5,9.1,989.4,1,1,1
280,5,10,9.2,989.5,1,1,1
270,7,10,9.5,990.3,1,1,1
280,15,150,9.3,990.6,1,1,1
260,11,150,10.1,991.1,1,1,1
240,12,30,10.0,990.9,1,1,1
240,15,30,9.8,990.6,1,1,1
230,16,30,10.1,990.8,1,1,1
230,15,30,10.1,990.4,1,0,1
230,13,150,10.0,990.4,1,0,1
210,22,150,8.9,986.3,1,0,0
220,23,60,8.9,985.4,1,0,0
270,15,60,7.4,986.0,1,1,0
260,16,60,8.5,987.6,1,1,0
280,14,60,8.7,993.5,1,1,0
280,12,60,8.6,994.8,1,1,0
290,17,60,7.8,998.9,1,0,0
290,11,250,7.7,1001.8,1,0,0
260,12,60,7.4,1002.6,1,0,0
250,20,100,8.6,1002.7,1,0,0
230,23,30,10.0,1003.6,1,1,0
220,25,30,9.8,1000.7,1,1,0
250,24,60,10.2,997.3,1,1,0
260,18,60,9.0,1000.7,1,0,0
220,22,30,10.1,995.7,1,0,1
260,25,100,7.7,995.4,1,1,1
260,24,100,8.1,995.9,1,1,1
290,27,60,7.8,997.5,1,1,1
290,17,60,8.7,999.3,1,1,1
310,15,60,8.9,1001.4,1,1,1
310,13,60,8.8,1004.0,1,1,1
310,17,100,9.2,1005.9,1,1,1
310,17,250,8.9,1007.5,1,1,1
300,13,250,8.7,1009.2,1,1,1
290,12,250,8.6,1010.7,1,1,1
260,13,100,7.9,1014.9,1,0,1
170,8,5,8.5,1013.4,1,0,1
220,16,20,10.7,1012.5,1,0,1
230,19,20,10.7,1012.0,1,0,1
220,20,5,10.8,1011.1,1,0,1
230,22,5,11.0,1010.8,1,1,1
230,15,20,11.0,1011.0,1,1,1
230,18,20,11.2,1011.1,1,1,1
220,20,20,11.3,1011.0,1,1,1
220,23,20,11.5,1010.2,1,1,1
220,25,30,11.6,1009.7,1,1,1
220,27,20,11.6,1009.0,1,1,1
220,24,100,11.4,1008.6,1,1,1
210,22,30,11.3,1008.3,1,1,1
220,26,30,11.0,1008.0,1,1,1
200,29,100,11.4,1006.8,1,1,1
200,27,100,11.4,1006.5,1,1,1
200,33,30,11.6,1003.7,1,0,1
200,35,60,11.8,1002.8,0,0,1
200,37,30,11.0,997.8,0,0,1
190,32,30,10.7,996.5,0,0,1
190,34,20,10.7,994.9,0,1,1
200,35,20,11.0,993.5,0,1,1
230,23,20,9.8,993.9,0,1,1
220,15,10,10.0,993.3,0,1,1
240,17,20,9.5,993.4,0,1,1
260,18,100,8.7,994.5,0,1,1
250,15,100,8.2,994.4,0,1,1
260,26,30,7.1,995.3,0,1,1
250,15,150,8.6,995.0,0,1,1
250,18,100,7.9,997.1,0,1,1
250,17,60,8.3,997.3,0,1,1
260,26,250,7.4,1001.6,0,0,1
260,26,250,7.7,1002.2,0,0,1
260,19,250,7.9,1005.1,0,1,1
260,22,150,9.5,1009.0,0,1,1
240,20,100,10.5,1008.8,0,1,1
220,25,30,10.9,1007.3,0,0,1
220,25,60,11.0,1006.5,1,0,1
220,26,30,10.7,1000.0,1,0,1
230,26,20,10.5,1000.0,1,1,1
210,29,30,10.9,997.0,1,1,1
210,29,30,10.8,997.0,1,1,1
220,26,30,10.6,997.0,1,1,1
210,22,10,10.6,995.4,1,1,1
230,25,10,10.3,994.4,1,1,1
250,14,10,10.0,994.2,1,1,1
240,13,10,10.2,993.6,1,1,1
250,14,60,9.7,993.5,1,1,1
260,11,30,10.1,993.6,1,1,1
260,9,250,9.3,994.3,1,1,1
260,10,250,9.2,994.8,1,1,1
270,8,250,4.8,1000.7,1,0,0
300,9,100,5.6,1002.1,1,1,0
300,9,250,8.2,1006.3,1,1,0
310,10,250,8.4,1006.8,1,1,0
300,9,250,7.5,1008.6,1,1,0
310,13,250,6.7,1010.7,1,1,0
300,10,250,6.6,1011.7,1,1,0
280,4,150,5.3,1016.2,1,0,1
340,2,250,5.8,1018.3,1,0,1
350,1,250,5.2,1018.4,1,1,1
250,2,200,5.7,1018.9,1,1,1
110,1,30,5.9,1019.4,1,1,1
270,3,20,6.2,1019.7,1,1,1
270,9,10,9.5,1020.1,1,1,1
260,10,10,10.0,1020.4,1,1,1
250,11,10,10.4,1020.6,1,1,1
270,13,20,10.9,1020.5,1,1,1
280,11,20,10.8,1021.0,1,1,1
260,10,10,10.6,1021.3,1,1,1
240,9,10,10.3,1021.6,1,1,1
250,10,10,10.4,1021.9,1,1,1
270,9,5,10.4,1022.5,1,1,1
280,6,20,10.4,1022.8,1,1,1
280,8,20,10.6,1023.5,1,0,1
250,7,10,10.6,1025.2,1,0,1
260,9,20,10.6,1026.5,1,0,1
270,7,10,10.6,1026.9,1,0,1
260,9,10,10.4,1027.3,1,1,1
270,7,20,10.1,1027.9,1,1,1
280,4,20,9.9,1028.5,1,1,1
260,5,20,10.1,1029.0,1,1,1
260,8,30,10.1,1029.8,1,1,1
240,8,20,10.5,1030.2,1,1,1
250,8,0,10.5,1030.2,1,1,1
250,11,10,10.7,1030.0,1,1,1
260,14,30,10.5,1030.1,1,1,1
280,10,30,10.5,1030.6,1,1,1
260,9,30,10.5,1030.7,1,1,1
260,7,30,10.5,1031.3,1,1,1
270,10,30,10.5,1031.8,1,1,1
270,10,30,10.4,1032.5,1,1,1
270,6,30,10.2,1032.9,1,0,1
280,8,30,10.1,1033.5,1,0,1
270,8,30,10.0,1033.4,1,0,1
270,8,60,9.9,1032.8,1,0,1
280,6,30,9.7,1033.1,1,0,1
290,5,30,9.5,1033.0,1,0,1
270,6,30,9.5,1033.1,1,1,1
260,7,30,9.6,1033.2,1,1,1
260,7,20,9.6,1033.5,1,1,1
250,7,20,9.7,1033.5,1,1,1
240,9,20,9.7,1033.5,1,1,1
260,9,30,10.4,1033.6,1,1,1
250,5,30,10.9,1033.4,1,1,1
230,6,30,11.0,1033.0,1,1,1
250,7,30,11.0,1032.6,1,1,1
230,6,30,10.8,1032.6,1,1,1
220,6,30,10.5,1032.6,1,1,1
230,10,20,10.1,1032.4,1,1,1
190,9,5,10.0,1032.2,1,1,1
180,6,30,9.9,1032.1,1,1,1
200,11,30,10.0,1032.0,1,0,1
210,9,0,10.2,1031.4,1,0,1
230,12,30,10.1,1030.3,0,0,1
230,7,20,10.4,1029.8,0,0,1
220,9,10,10.4,1029.7,0,1,1
220,9,0,10.3,1029.7,0,1,1
220,7,0,10.2,1029.9,0,1,1
220,7,0,10.3,1029.9,0,1,1
220,6,30,10.4,1030.1,0,1,1
190,7,30,10.6,1030.4,0,1,1
210,8,30,10.6,1030.2,0,1,1
190,10,30,11.0,1029.5,0,1,1
200,10,30,10.6,1028.9,0,1,1
230,7,20,10.8,1029.6,0,1,1
230,5,30,9.6,1029.2,0,0,1
190,7,30,10.0,1028.1,0,0,1
210,5,30,9.9,1028.0,0,0,1
190,8,60,9.6,1026.7,0,1,1
200,11,10,9.8,1026.6,0,1,1
190,10,30,10.0,1026.6,0,1,1
200,11,30,9.8,1026.1,0,1,1
190,8,10,9.6,1024.9,0,1,1
180,9,10,9.1,1024.1,0,1,1
180,11,10,9.0,1023.2,0,0,1
180,13,30,9.4,1022.4,1,0,1
190,10,20,9.3,1021.4,1,0,1
200,10,30,9.4,1020.7,1,0,1
190,10,60,9.5,1020.1,1,0,1
170,10,60,9.8,1019.7,1,1,1
190,12,60,9.8,1019.8,1,1,1
190,11,60,9.7,1019.8,1,1,1
200,11,60,10.1,1019.8,1,1,1
190,9,30,10.1,1020.1,1,1,1
210,13,60,10.5,1020.3,1,1,1
210,14,60,10.6,1019.8,1,1,1
220,13,60,10.5,1019.2,1,1,1
220,12,60,10.5,1019.0,1,1,1
210,9,60,10.5,1018.8,1,1,1
200,14,60,10.4,1018.6,1,1,1
200,15,60,10.3,1018.4,1,1,1
200,14,60,10.3,1018.3,1,1,1
200,12,60,10.2,1018.4,1,1,1
200,12,60,10.4,1018.6,1,0,1
200,11,30,10.3,1018.2,1,0,1
220,7,30,10.4,1017.8,1,0,1
190,10,30,10.3,1017.4,1,1,1
210,7,20,10.6,1017.7,1,1,1
210,8,20,10.6,1017.8,1,1,1
200,15,20,10.8,1018.0,1,1,1
200,13,20,10.9,1018.1,1,1,1
190,13,20,11.0,1018.4,1,1,1
200,14,10,11.1,1018.1,1,1,1
200,17,0,10.9,1017.5,1,1,1
200,17,0,10.9,1017.0,1,1,1
210,12,0,10.9,1016.8,1,1,1
220,12,0,10.9,1016.9,1,1,1
230,11,250,10.9,1016.9,1,1,1
230,7,250,10.9,1016.9,1,1,1
240,4,250,10.8,1017.0,1,1,1
220,4,0,10.7,1017.0,1,0,1
340,6,10,9.6,1016.6,1,0,1
20,5,20,7.7,1016.2,1,0,1
360,5,100,7.0,1015.8,1,0,1
340,3,250,6.3,1015.5,1,0,1
340,3,20,5.4,1015.5,1,1,1
360,5,30,5.6,1015.8,1,1,1
50,2,20,5.8,1015.8,1,1,1
320,3,30,5.5,1016.2,1,1,1
330,2,30,6.1,1016.4,1,1,1
70,2,30,6.6,1016.2,1,1,1
50,3,30,7.7,1015.5,1,1,1
90,5,30,9.1,1014.7,1,1,1
110,6,60,9.3,1014.3,1,1,1
90,5,30,9.4,1014.2,1,1,1
110,7,30,9.1,1014.2,1,1,1
90,6,30,8.5,1014.0,1,1,1
110,5,30,8.4,1013.9,1,1,1
90,5,30,8.3,1013.7,1,1,1
110,7,60,8.3,1013.6,1,0,1
90,6,10,8.0,1013.1,1,0,1
220,6,20,8.5,1010.6,1,0,1
310,4,100,8.0,1010.2,1,0,1
20,3,100,7.2,1009.7,1,1,1
300,1,100,6.7,1010.0,1,1,1
250,1,100,5.8,1010.0,1,1,1
60,3,0,5.8,1009.9,1,1,1
90,5,100,6.2,1009.5,1,1,1
90,3,100,7.0,1009.4,1,1,1
70,4,60,7.2,1008.9,1,1,1
70,4,30,7.2,1008.5,1,1,1
260,3,30,7.5,1008.7,1,1,1
310,7,60,7.9,1009.0,1,1,1
300,13,60,8.5,1009.2,1,1,1
310,15,100,8.3,1009.7,1,1,1
300,13,250,7.8,1010.2,1,1,1
300,12,250,7.7,1010.9,1,1,1
310,10,250,7.4,1011.5,1,0,1
290,8,250,6.8,1012.8,1,0,1
300,4,250,5.3,1013.7,1,0,1
300,4,250,4.8,1013.7,1,0,1
350,2,250,3.6,1013.4,1,0,1
100,5,250,2.8,1013.4,1,1,1
90,5,100,2.7,1013.7,1,1,1
90,7,30,3.2,1013.5,1,1,1
100,5,100,4.8,1013.4,1,1,1
70,3,30,6.4,1013.2,1,1,1
100,3,20,7.6,1012.5,1,1,1
140,3,100,8.7,1011.8,1,1,1
140,4,30,9.2,1010.9,1,1,1
140,6,30,9.2,1010.4,1,1,1
140,6,100,8.7,1009.9,1,1,1
190,8,60,8.8,1009.3,1,1,1
190,9,30,9.1,1008.6,1,1,1
200,5,100,7.8,1008.0,1,1,1
140,7,100,7.9,1007.0,1,0,1
120,8,150,7.8,1005.2,1,0,1
150,19,30,7.2,1000.1,0,0,1
130,12,30,7.6,997.1,0,0,1
160,10,60,7.1,996.2,0,0,1
130,11,30,7.3,994.7,0,1,1
100,8,30,7.1,994.5,0,1,1
90,7,30,6.9,994.4,0,1,1
190,8,30,7.4,994.6,0,1,1
180,10,30,7.6,994.8,0,1,1
200,19,30,7.6,994.9,0,1,1
180,16,30,7.2,995.0,0,1,1
160,13,30,7.3,998.5,0,1,1
60,13,20,5.3,1005.3,0,0,1
30,10,30,3.5,1009.6,0,0,1
20,9,250,3.1,1014.1,0,1,1
50,8,250,4.2,1014.5,0,1,1
50,10,250,4.7,1014.9,0,1,1
10,3,250,2.2,1016.1,0,1,1
280,1,100,2.5,1015.8,0,0,1
90,2,60,2.8,1015.0,0,0,1
80,4,30,2.0,1014.7,1,0,1
70,1,150,1.8,1011.8,1,0,1
90,2,250,2.0,1010.8,1,1,1
10,1,60,2.1,1010.5,1,1,1
330,3,100,3.1,1009.9,1,1,1
270,4,60,4.0,1009.3,1,1,1
260,5,30,6.0,1008.0,1,1,1
360,9,30,5.5,1007.2,1,1,1
300,6,100,5.8,1006.1,1,1,1
310,9,60,7.0,1005.5,1,1,1
330,12,60,8.2,1005.4,1,1,1
340,14,60,6.4,1005.4,1,1,1
320,11,100,6.0,1005.4,1,1,1
320,15,60,4.9,1005.1,1,1,1
320,11,250,5.0,1004.9,1,1,1
340,10,250,3.9,1004.7,1,0,1
10,9,30,2.8,1004.9,1,0,1
330,12,250,2.7,1004.7,1,0,1
330,14,250,3.2,1004.9,1,1,1
340,11,250,3.2,1005.4,1,1,1
350,11,250,3.5,1006.0,1,1,1
350,6,250,3.4,1006.7,1,1,1
310,7,100,4.5,1007.2,1,1,1
320,6,100,5.7,1007.2,1,1,1
340,7,30,5.7,1007.3,1,1,1
290,5,100,6.2,1006.6,1,1,1
300,6,30,7.3,1006.4,1,1,1
320,9,100,6.3,1005.9,1,1,1
330,7,100,6.0,1006.0,1,1,1
350,4,60,5.2,1005.8,1,1,1
40,1,150,4.3,1005.4,1,1,1
210,1,250,4.0,1005.1,1,1,1
110,5,250,3.9,1004.4,1,0,1
100,8,250,3.9,1003.1,1,0,1
100,8,150,4.2,1001.1,1,0,1
